Section,Name,Youtube Link
Calculus - Semester I (pjmt),Summary of Curve Sketching - Example 2 - Part 4 of 4,https://www.youtube.com/watch?v=DO2NHtTG0TM
Calculus - Semester I (pjmt),Optimization Problem #1,https://www.youtube.com/watch?v=Zq7g1nc2MJ8
Calculus - Semester I (pjmt),Optimization Problem #2,https://www.youtube.com/watch?v=EOJbmMB8uCQ
Calculus - Semester I (pjmt),Optimization Problem #3 - Making a Rain Gutter,https://www.youtube.com/watch?v=IRWuAoqeeGM
Calculus - Semester I (pjmt),Newtons Method,https://www.youtube.com/watch?v=1uN8cBGVpfs
Calculus - Semester II (pjmt),Basic Integration Problems,https://www.youtube.com/watch?v=aw_VM_ZDeIo
Calculus - Semester II (pjmt),Approximating a Definite Integral Using Rectangles,https://www.youtube.com/watch?v=Gi8_a7NlKAQ
Calculus - Semester II (pjmt),The Definite Integral - Understanding the Definition,https://www.youtube.com/watch?v=LkdodHMcBuc
Calculus - Semester II (pjmt),Calculating a Definite Integral Using Riemann Sums - Part 1,https://www.youtube.com/watch?v=gFpHHTxsDkI
Calculus - Semester II (pjmt),Calculating a Definite Integral Using Riemann Sums - Part 2,https://www.youtube.com/watch?v=GE4OLfmJ8P8
Calculus - Semester II (pjmt),Fundamental Theorem of Calculus Part 1,https://www.youtube.com/watch?v=PGmVvIglZx8
Calculus - Semester II (pjmt),Integration using U-Substitution,https://www.youtube.com/watch?v=qclrs-1rpKI
Calculus - Semester II (pjmt),"U-substitution - Indefinite Integral, Another 2 examples",https://www.youtube.com/watch?v=O2KdhVjewvQ
Calculus - Semester II (pjmt),"Integration by U-Substitution, Definite Integral",https://www.youtube.com/watch?v=3XOzg2-DdTA
Calculus - Semester II (pjmt),U-Substitution - More Complicated Examples,https://www.youtube.com/watch?v=x06V9xuLdqg
Calculus - Semester II (pjmt),Finding Areas Between Curves,https://www.youtube.com/watch?v=DRFyNHdVgUA
Calculus - Semester II (pjmt),Area Between Curves - Integrating with Respect to y,https://www.youtube.com/watch?v=70NQ3ISYihw
Calculus - Semester II (pjmt),Area Between Curves - Integrating with Respect to y - Part 2,https://www.youtube.com/watch?v=Xne6Hv9useE
Calculus - Semester II (pjmt),Longer Version - Volumes using Disks/Washers,https://www.youtube.com/watch?v=nZqOKc067Z8
Calculus - Semester II (pjmt),Volumes of Revolution - Disk/Washers Example 1,https://www.youtube.com/watch?v=E5OOMbz5jZk
Calculus - Semester II (pjmt),Volumes of Revolution - Disk/Washers Example 2,https://www.youtube.com/watch?v=ithgZfRKMHI
Calculus - Semester II (pjmt),Volumes of Revolution - Disk/Washers Example 3,https://www.youtube.com/watch?v=lE814ngFt3I
Calculus - Semester II (pjmt),Volumes of Revolution about Vertical Lines Using Washers,https://www.youtube.com/watch?v=fNhLphUjXus
Calculus - Semester II (pjmt),Longer Version - Volumes using Cylindrical Shells,https://www.youtube.com/watch?v=WDEhTXuIpJI
Calculus - Semester II (pjmt),Volumes of Revolution - Cylindrical Shells,https://www.youtube.com/watch?v=V6nTsxumjgU
Calculus - Semester II (pjmt),Work and Hookes Law - Ex 1,https://www.youtube.com/watch?v=x_0YWeHXZFE
Calculus - Semester II (pjmt),Work and Hookes Law - Ex 2,https://www.youtube.com/watch?v=_YXA8JeGLjo
Calculus - Semester II (pjmt),Finding Work using Calculus - The Cable/Rope Problem,https://www.youtube.com/watch?v=2pbInn9PkHQ
Calculus - Semester II (pjmt),Finding Work using Calculus - The Cable/Rope Problem - Part b,https://www.youtube.com/watch?v=oWcN96kcbkM
Calculus - Semester II (pjmt),Calculating the Work Required to Drain a Tank,https://www.youtube.com/watch?v=fJtxJv5sdqo
Calculus - Semester II (pjmt),"Finding the Inverse of a Function or Showing One Does Not Exist, Ex 1",https://www.youtube.com/watch?v=Ec5YYVxyq44
Calculus - Semester II (pjmt),Derivatives of Exponential Functions,https://www.youtube.com/watch?v=OjnOgoEu6CM
Calculus - Semester II (pjmt),Integrating Exponential Functions - Examples 1 and 2,https://www.youtube.com/watch?v=DffQa5SyMSE
Calculus - Semester II (pjmt),Integrating Exponential Functions - Examples 3 and 4,https://www.youtube.com/watch?v=4-naP8KmimY
Calculus - Semester II (pjmt),Properties of Logarithms - Part 1,https://www.youtube.com/watch?v=pP3NunYYhzk
Calculus - Semester II (pjmt),Properties of Logarithms - Part 2 - Solving Logarithmic Equations,https://www.youtube.com/watch?v=MmJ5z_ZP1kU
Calculus - Semester II (pjmt),Derivatives of Logarithmic Functions,https://www.youtube.com/watch?v=0YH8BrlVTqk
Calculus - Semester II (pjmt),Logarithmic Differentiation,https://www.youtube.com/watch?v=Q27MGfI1V70
Calculus - Semester II (pjmt),Logarithmic Differentiation -  Example 2,https://www.youtube.com/watch?v=fc8uoHzGans
Calculus - Semester II (pjmt),Logarithmic Differentiation -  Example 3,https://www.youtube.com/watch?v=Z-_cTFx0WPg
Calculus - Semester II (pjmt),Inverse Trigonometric Functions - Derivatives,https://www.youtube.com/watch?v=e1L1_Lf0aGU
Calculus - Semester II (pjmt),Inverse Trigonometric Functions - Derivatives - Example 2,https://www.youtube.com/watch?v=f5pvJBRWlb8
Calculus - Semester II (pjmt),Inverse Trigonometric Functions - Derivatives - Example 3,https://www.youtube.com/watch?v=AkQXOSCq43I
Calculus - Semester II (pjmt),Integration Using Inverse Trigonometric Functions - Ex 1,https://www.youtube.com/watch?v=osUEjDZ2fg0
Calculus - Semester II (pjmt),Hyperbolic Functions - The Basics,https://www.youtube.com/watch?v=G1C1Z5aTZSQ
Calculus - Semester II (pjmt),Hyperbolic Functions - Derivatives,https://www.youtube.com/watch?v=g5eOTtqgwJs
Calculus - Semester II (pjmt),Hyberbolic Functions - Integration,https://www.youtube.com/watch?v=__2dEPn_GkA
Calculus - Semester II (pjmt),Inverse Hyperbolic Functions - Derivatives,https://www.youtube.com/watch?v=updbp77UVwg
Calculus - Semester II (pjmt),LHospitals Rule and Indeterminate Quotients,https://www.youtube.com/watch?v=Sp0G-VggAoU
Calculus - Semester II (pjmt),LHospitals Rule - Indeterminate Products,https://www.youtube.com/watch?v=8kWXBoP439w
Calculus - Semester II (pjmt),LHospitals Rule - Indeterminate Differences,https://www.youtube.com/watch?v=g_sX1yd3jmI
Calculus - Semester II (pjmt),LHospitals Rule - Indeterminate Powers,https://www.youtube.com/watch?v=6g_g9-AU188
Calculus - Semester II (pjmt),Integration by Parts,https://www.youtube.com/watch?v=dqaDSlYdRcs
Calculus - Semester II (pjmt),Integration by Parts - Definite Integral,https://www.youtube.com/watch?v=zGGI4PkHzhI
Calculus - Semester II (pjmt),Integration By Parts - Using IBPs Twice,https://www.youtube.com/watch?v=_MuKOm8IHBA
Calculus - Semester II (pjmt),Integration by Parts - A Loopy Example!,https://www.youtube.com/watch?v=L8HoALsls-E
Calculus - Semester II (pjmt),Trigonometric Integrals - Part 1 of 6,https://www.youtube.com/watch?v=lTqnlihOC4o
Calculus - Semester II (pjmt),Trigonometric Integrals - Part 2 of 6,https://www.youtube.com/watch?v=zyg9k1je7Fg
Calculus - Semester II (pjmt),Trigonometric Integrals - Part 3 of 6,https://www.youtube.com/watch?v=BhJ4soojyAQ
Calculus - Semester II (pjmt),Trigonometric Integrals - Part 4 of 6,https://www.youtube.com/watch?v=8CHHY-2Ctug
Calculus - Semester II (pjmt),Trigonometric Integrals - Part 5 of 6,https://www.youtube.com/watch?v=QdNScjd5bno
Calculus - Semester II (pjmt),Trigonometric Integrals - Part 6 of 6,https://www.youtube.com/watch?v=m3zG7c52QR4
Calculus - Semester II (pjmt),Trigonometric Substitution - Example 2,https://www.youtube.com/watch?v=GVL4lHX6DgM
Calculus - Semester II (pjmt),Trigonometric Substitution - Example 3 / Part 1,https://www.youtube.com/watch?v=yW6Odu0YHL0
Calculus - Semester II (pjmt),Trigonometric Substitution - Example 3 / Part 2,https://www.youtube.com/watch?v=hxt5hd0CFXc
Calculus - Semester II (pjmt),Partial Fraction Decompositions and Long Division,https://www.youtube.com/watch?v=ddvS319b-tQ
Calculus - Semester II (pjmt),A Complete Partial Fractions Problem,https://www.youtube.com/watch?v=9AXr7dIr0Ng
Calculus - Semester II (pjmt),Integration Using Partial Fractions / Rationalizing Sub,https://www.youtube.com/watch?v=D8OncQ9-dHY
Calculus - Semester II (pjmt),The Trapezoid Rule for Approximating Integrals,https://www.youtube.com/watch?v=8z6JRFvjkpc
Calculus - Semester II (pjmt),Simpsons Rule - Approximate Integration,https://www.youtube.com/watch?v=ns3k-Lz7qWU
Calculus - Semester II (pjmt),Simpsons Rule - Error Bound,https://www.youtube.com/watch?v=qVXIU6mKank
Calculus - Semester II (pjmt),Improper Integral - Basic Idea and Example,https://www.youtube.com/watch?v=85-HNJyuyrU
Calculus - Semester II (pjmt),Improper Integral with Infinite Discontinuity at Endpoint,https://www.youtube.com/watch?v=ISXOUJHjq9U
Calculus - Semester II (pjmt),Improper Integral - Infinity in Upper and Lower Limits,https://www.youtube.com/watch?v=f6cGotvktxs
Calculus - Semester II (pjmt),Improper Integral w/ Infinite Discontinuity in the Middle,https://www.youtube.com/watch?v=Q_VSj0sDA5I
Calculus - Semester II (pjmt),Improper Integral - More Complicated Example,https://www.youtube.com/watch?v=KvC4XyayEC0
Calculus - Semester II (pjmt),Arc Length,https://www.youtube.com/watch?v=PwmCZAWeRNE
Calculus - Semester II (pjmt),Finding Surface Area - Part 1,https://www.youtube.com/watch?v=-j2eKo84Ef8
Calculus - Semester II (pjmt),Finding Surface Area - Part 2,https://www.youtube.com/watch?v=Jxf_XeKsiyY
Calculus - Semester II (pjmt),Centroids / Centers of Mass - Part 1 of 2,https://www.youtube.com/watch?v=NYUyHj3c1Xg
Calculus - Semester II (pjmt),Centroids / Centers of Mass - Part 2 of 2,https://www.youtube.com/watch?v=H5RcfMIZ_yw
Calculus - Semester II (pjmt),Probability Density Functions / Continuous Random Variables,https://www.youtube.com/watch?v=szjL60gAweE
Calculus - Semester II (pjmt),Eulers Method for Differential Equations - The Basic Idea,https://www.youtube.com/watch?v=RGtCw5E7gBc
Calculus - Semester II (pjmt),Eulers Method - Concrete Example #1,https://www.youtube.com/watch?v=nYXclUjpFaw
Calculus - Semester II (pjmt),Solving Separable First Order Differential Equations - Ex 1,https://www.youtube.com/watch?v=nNHlSB6b1HU
Calculus - Semester II (pjmt),"Separable Differential Equation, Example 2",https://www.youtube.com/watch?v=XExEixAPK6s
Calculus - Semester II (pjmt),Mixing Problems and Separable Differential Equations,https://www.youtube.com/watch?v=6wk9zWa-Fww
Calculus - Semester II (pjmt),First Order Linear Differential Equations,https://www.youtube.com/watch?v=Et4Y41ZNyao
Calculus - Semester II (pjmt),Exact Differential Equations,https://www.youtube.com/watch?v=bwASJWS8ltM
Calculus - Semester II (pjmt),An Exponential Growth Problem,https://www.youtube.com/watch?v=-3MI0ZX5WRc
Calculus - Semester II (pjmt),Exponential Decay / Finding Half Life,https://www.youtube.com/watch?v=T7ivdB2qQyo
Calculus - Semester II (pjmt),First Order Linear Differential Equations,https://www.youtube.com/watch?v=Et4Y41ZNyao
Calculus - Semester II (pjmt),Parametric Curves - Basic Graphing,https://www.youtube.com/watch?v=tsnHL1Lb5MU
Calculus - Semester II (pjmt),Derivatives of Parametric Functions,https://www.youtube.com/watch?v=k5QnaGVk1JI
Calculus - Semester II (pjmt),Parametric Curves - Finding Second Derivatives,https://www.youtube.com/watch?v=7ANhq51wjWM
Calculus - Semester II (pjmt),Parametric Curves - Calculating Area,https://www.youtube.com/watch?v=GDLZYp2U9g8
Calculus - Semester II (pjmt),Arc Length Using Parametric Curves,https://www.youtube.com/watch?v=5fP443JvTUg
Calculus - Semester II (pjmt),Arc Length Using Parametric Curves - Example 2,https://www.youtube.com/watch?v=KuSQp3xg1I0
Calculus - Semester II (pjmt),Polar Coordinates - The Basics,https://www.youtube.com/watch?v=r0fv9V9GHdo
Calculus - Semester II (pjmt),Polar Coordinates - Basic Graphing,https://www.youtube.com/watch?v=rHnbyuBSLRQ
Calculus - Semester II (pjmt),Graphing a Polar Curve - Part 1,https://www.youtube.com/watch?v=mDT_DG_A0JA
Calculus - Semester II (pjmt),Graphing a Polar Curve - Part 2,https://www.youtube.com/watch?v=GMcRqtm4mNo
Calculus - Semester II (pjmt),Finding Areas in Polar Coordinates,https://www.youtube.com/watch?v=RrVEuywFhjg
Calculus - Semester II (pjmt),Conic Sections: Graphing Ellipses  Part 1,https://www.youtube.com/watch?v=5nxT6LQhXLM
Calculus - Semester II (pjmt),Conic Sections: Graphing Ellipses Part 2,https://www.youtube.com/watch?v=BnLlKv6-DbA
Calculus - Semester II (pjmt),"Identifying a Conic from an Equation by Completing the Square, Ex 1",https://www.youtube.com/watch?v=xdBSmPja2yo
Calculus - Semester II (pjmt),"Identifying a Conic from an Equation by Completing the Square, Ex 2",https://www.youtube.com/watch?v=7oXaQYRYnZI
Calculus - Semester II (pjmt),"Identifying a Conic from an Equation by Completing the Square, Ex 3",https://www.youtube.com/watch?v=l5EMEgA80pI
Calculus - Semester II (pjmt),"Conic Sections: Hyperbolas, An Introduction - Graphing Example",https://www.youtube.com/watch?v=Z6cwpsDC_5A
Calculus - Semester II (pjmt),Finding the Equation for a Hyperbola Given the Graph - Example 1,https://www.youtube.com/watch?v=7v1koVqwXK4
Calculus - Semester II (pjmt),Finding the Equation for a Hyperbola Given the Graph - Example 2,https://www.youtube.com/watch?v=u-xVomhcGvo
Calculus - Semester II (pjmt),"Identifying a Conic from an Equation by Completing the Square, Ex 1",https://www.youtube.com/watch?v=xdBSmPja2yo
Calculus - Semester II (pjmt),"Identifying a Conic from an Equation by Completing the Square, Ex 2",https://www.youtube.com/watch?v=7oXaQYRYnZI
Calculus - Semester II (pjmt),"Identifying a Conic from an Equation by Completing the Square, Ex 3",https://www.youtube.com/watch?v=l5EMEgA80pI
Calculus - Semester II (pjmt),What is a Sequence? Basic Sequence Info,https://www.youtube.com/watch?v=Kxh7yJC9Jr0
Calculus - Semester II (pjmt),Sequences - Examples showing convergence or divergence,https://www.youtube.com/watch?v=9K1xx6wfN-U
Calculus - Semester II (pjmt),Recursive Sequences,https://www.youtube.com/watch?v=IEyojX9jzv0
Calculus - Semester II (pjmt),A Quick Intro to Geometric Sequences,https://www.youtube.com/watch?v=C7tE26CDI2M
Calculus - Semester II (pjmt),Geometric Sequences: A Formula for the n - th  Term.,https://www.youtube.com/watch?v=IGFQXInm-co
Calculus - Semester II (pjmt),What is a Series,https://www.youtube.com/watch?v=haK3oC0L_a8
Calculus - Semester II (pjmt),Geometric Series and the Test for Divergence - Part 1,https://www.youtube.com/watch?v=xjmy5hkZccY
Calculus - Semester II (pjmt),Geometric Series and the Test for Divergence - Part 2,https://www.youtube.com/watch?v=C8piSCOdo1Y
Calculus - Semester II (pjmt),Geometric Series - Expressing a Decimal as a Rational Number,https://www.youtube.com/watch?v=7tDK_UjdWOs
Calculus - Semester II (pjmt),Using the Integral Test for Series,https://www.youtube.com/watch?v=ojztrQMqLgE
Calculus - Semester II (pjmt),Remainder Estimate for the Integral Test,https://www.youtube.com/watch?v=sVQdVA-icGA
Calculus - Semester II (pjmt),Limit Comparison Test and Direct Comparison Test,https://www.youtube.com/watch?v=8eCFY82HkRA
Calculus - Semester II (pjmt),Limit Comparison Test and Direct Comparison Test,https://www.youtube.com/watch?v=xesQnFWw8f8
Calculus - Semester II (pjmt),Alternating Series,https://www.youtube.com/watch?v=-K9Qt6YUIrI
Calculus - Semester II (pjmt),More Alternating Series Examples,https://www.youtube.com/watch?v=zgTRNpKcenE
Calculus - Semester II (pjmt),Alternating Series Estimation Theorem,https://www.youtube.com/watch?v=ilRkVcAxdCo
Calculus - Semester II (pjmt),"Absolute Convergence, Conditional Convergence and Divergence",https://www.youtube.com/watch?v=6hOeqjoQvNw
Calculus - Semester II (pjmt),Using the Ratio Test to Determine if a Series Converges #1,https://www.youtube.com/watch?v=iy8mhbZTY7g
Calculus - Semester II (pjmt),Using the Ratio Test to Determine if a Series Converges #2,https://www.youtube.com/watch?v=gay5CEXnkhA
Calculus - Semester II (pjmt),Root Test for Series,https://www.youtube.com/watch?v=vDdDLfIya0I
Calculus - Semester II (pjmt),Strategy for Testing Series - Series Practice Problems,https://www.youtube.com/watch?v=DvadVYHf3pM
Calculus - Semester II (pjmt),Power Series Representation of Functions,https://www.youtube.com/watch?v=XWGPjZK0Yzw
Calculus - Semester II (pjmt),Power Series - Finding the Interval of Convergence,https://www.youtube.com/watch?v=01LzAU__J-0
Calculus - Semester II (pjmt),Radius of Convergence for a Power Series,https://www.youtube.com/watch?v=MM3BXtVu9eM
Calculus - Semester II (pjmt),Differentiating and Integrating Power Series,https://www.youtube.com/watch?v=qPl9nr8my2Q
Calculus - Semester II (pjmt),Multiplication and Division of Power Series,https://www.youtube.com/watch?v=_L2VcGjp670
Calculus - Semester II (pjmt),Taylor and Maclaurin Series - Example 1,https://www.youtube.com/watch?v=cjPoEZ0I5wQ
Calculus - Semester II (pjmt),Taylor and Maclaurin Series - Example 2,https://www.youtube.com/watch?v=Os8OtXFBLkY
Calculus - Semester II (pjmt),Taylor / Maclaurin Series for Sin (x),https://www.youtube.com/watch?v=dp2ovDuWhro
Calculus - Semester II (pjmt),Using Series to Evaluate Limits,https://www.youtube.com/watch?v=2TXivJzN6WY
Calculus - Semester II (pjmt),Using Maclaurin/Taylor Series to Approximate a Definite Integral to a Desired Ac,https://www.youtube.com/watch?v=3ZOS69YTxQ8
Calculus - Semester II (pjmt),Taylors Inequality,https://www.youtube.com/watch?v=9LnCcAoEHG4
Calculus - Semester II (pjmt),The Binomial Series - Example 1,https://www.youtube.com/watch?v=ocNLs4hmNtI
Calculus - Semester II (pjmt),The Binomial Series - Example 2,https://www.youtube.com/watch?v=Jgy-MLHlzO0
Calculus - Semester II (pjmt),Exact Differential Equations,https://www.youtube.com/watch?v=bwASJWS8ltM
Calculus - Semester II (pjmt),Approximating Plane Regions Using Rectangles,https://www.youtube.com/watch?v=VTWRy1VQbPI
Calculus - Semester III (pjmt),Vector Basics - Algebraic Representations,https://www.youtube.com/watch?v=odhAVmAahb4
Calculus - Semester III (pjmt),Vector Basics - Algebraic Representations Part 2,https://www.youtube.com/watch?v=IUzoNG4-MIc
Calculus - Semester III (pjmt),Vector Basics - Drawing Vectors/ Vector Addition,https://www.youtube.com/watch?v=pimr9I92GZY
Calculus - Semester III (pjmt),Vectors - Finding Magnitude or Length,https://www.youtube.com/watch?v=6GoMXuE1FOw
Calculus - Semester III (pjmt),Vectors - The Dot Product,https://www.youtube.com/watch?v=98C7iv8OcnI
Calculus - Semester III (pjmt),The Cross Product,https://www.youtube.com/watch?v=qsgK1d-_8ik
Calculus - Semester III (pjmt),Finding the Scalar Equation of a Plane,https://www.youtube.com/watch?v=ISsO9Q4UCZw
Calculus - Semester III (pjmt),Torque - An application of the cross product,https://www.youtube.com/watch?v=2LqtwgrDRQ8
Calculus - Semester III (pjmt),Finding the Vector Equation of a Line,https://www.youtube.com/watch?v=H7wre3njI0Y
Calculus - Semester III (pjmt),Finding the Point Where a Line Intersects a Plane,https://www.youtube.com/watch?v=qVvvy5hsQwk
Calculus - Semester III (pjmt),Finding the Domain of a Vector Function,https://www.youtube.com/watch?v=iEl1QPhRlX4
Calculus - Semester III (pjmt),The Arc Length of a Vector Function,https://www.youtube.com/watch?v=XrUWHR4aUOI
Calculus - Semester III (pjmt),Multivariable Calculus: Showing a Limit Does NOT Exist,https://www.youtube.com/watch?v=_ges8Z6DZkc
Calculus - Semester III (pjmt),Multivariable Calculus: Finding and Sketching the Domain,https://www.youtube.com/watch?v=q8ictFvAHLk
Calculus - Semester III (pjmt),Finding Partial Derviatives,https://www.youtube.com/watch?v=SbfRDBmyAMI
Calculus - Semester III (pjmt),Calculus: Higher Order Partial Derivatives,https://www.youtube.com/watch?v=AWrXr9ozeOU
Calculus - Semester III (pjmt),Tangent Plane Approximations,https://www.youtube.com/watch?v=e1Kp-fUIJCU
Calculus - Semester III (pjmt),"General Chain Rule , Partial Derivatives - Part 1",https://www.youtube.com/watch?v=HOYA0-pOHsg
Calculus - Semester III (pjmt),General Chain Rule - Part 2,https://www.youtube.com/watch?v=aZcw1kN6B8Y
Calculus - Semester III (pjmt),MultiVariable Calculus - Implicit Function Theorem,https://www.youtube.com/watch?v=xtgTckGMuWE
Calculus - Semester III (pjmt),MultiVariable Calculus - Implicit Differentiation,https://www.youtube.com/watch?v=YmsZRQJJMG8
Calculus - Semester III (pjmt),MultiVariable Calculus - Implicit Differentiation  - Ex 2,https://www.youtube.com/watch?v=UDHwGe__9bU
Calculus - Semester III (pjmt),Finding the Directional Derivative,https://www.youtube.com/watch?v=uCY0XYXgYQo
Calculus - Semester III (pjmt),The Gradient Vector - Notation and Definition,https://www.youtube.com/watch?v=J_a9z1ibkSo
Calculus - Semester III (pjmt),Local Maximum and Minimum Values/ Function of Two Variables,https://www.youtube.com/watch?v=Hm5QnuDjNmY
Calculus - Semester III (pjmt),Local Maximum and Minimum Values -Function of Two Variables,https://www.youtube.com/watch?v=OVSi6RRqgi0
Calculus - Semester III (pjmt),"Vector Functions: Position, Velocity, Acceleration Word Problem, Ex 1",https://www.youtube.com/watch?v=pGt5kAU96gE
Calculus - Semester III (pjmt),"Smooth Vector Functions, Ex 1",https://www.youtube.com/watch?v=shKQm7cOdOM
Calculus - Semester III (pjmt),"Smooth Vector Functions, Ex 2",https://www.youtube.com/watch?v=F8s8N8KtHU0
Calculus - Semester III (pjmt),Unit Tangent Vector at a Given Point,https://www.youtube.com/watch?v=5Kr3_q-D-q4
Calculus - Semester III (pjmt),Derivative of a Vector Function - Another Ex 1,https://www.youtube.com/watch?v=rM4VLXOc4DE
Calculus - Semester III (pjmt),Finding the Limit of a Vector Function,https://www.youtube.com/watch?v=ZLhWOfpTa3A
Calculus - Semester III (pjmt),Finding the Limit of a Vector Function - Another Ex 1,https://www.youtube.com/watch?v=K-ZSeQFeOCg
Calculus - Semester III (pjmt),Finding the Limit of a Vector Function - Another Ex 2,https://www.youtube.com/watch?v=LC0Orzzkh68
Calculus - Semester III (pjmt),"Deciding if Lines Coincide, Are Skew, Are Parallel or Intersect in 3D",https://www.youtube.com/watch?v=bJ56Xr9081k
Calculus - Semester III (pjmt),Parametric Equations of Line Passing Through a Point,https://www.youtube.com/watch?v=QY15VEK9slo
Calculus - Semester III (pjmt),Orthogonal Projections - Scalar and Vector Projections,https://www.youtube.com/watch?v=FvcHKhdaAyw
Calculus - Semester III (pjmt),"Triple Integrals, Changing the Order of Integration, Part 1 of 3",https://www.youtube.com/watch?v=fd76wZvuWYo
Calculus - Semester III (pjmt),"Triple Integrals, Changing the Order of Integration, Part 2 of 3",https://www.youtube.com/watch?v=_4QEkq7mGgw
Calculus - Semester III (pjmt),"Triple Integrals, Changing the Order of Integration, Part 3 of 3",https://www.youtube.com/watch?v=u-_hG5Q0IKk
Calculus II,Separable Differential Equations & Growth and Decay Model,https://www.youtube.com/watch?v=QNrS74TchSM
Calculus II,More Solving Separable Differential Equations,https://www.youtube.com/watch?v=ylORzbeOH0E
Calculus II,Half Life Carbon 14 Dating Exponential Decay,https://www.youtube.com/watch?v=0Hd15UDyYXI
Calculus II,Area Between 2 Curves using Vertical and Horizontal Representative Rectangles,https://www.youtube.com/watch?v=I3bxriE3XbM
Calculus II,Area Under a Curve & Definite Integrals with TI NSPIRE,https://www.youtube.com/watch?v=_iHjvdyv7kU
Calculus II,Volume of Solid of Revolution Disk Method and Washer Method,https://www.youtube.com/watch?v=qzj17dEMkyg
Calculus II,Volumes of Solids with Known Cross Sections 3 Examples,https://www.youtube.com/watch?v=6-yKu-bsN7I
Calculus II,Volume of Solid of Revolution Shell Method 3 Examples,https://www.youtube.com/watch?v=wdr2Kx6tdd8
Calculus II,Arc Length of a Curve ( Smooth Curve ) 5 Examples,https://www.youtube.com/watch?v=ReewypjBiVQ
Calculus II,Area of a Surface of Revolution,https://www.youtube.com/watch?v=jcXXq7_7M2k
Calculus II,Review of Basic Integration Rules - 6 Examples,https://www.youtube.com/watch?v=prMmH2aRcKY
Calculus II,LHopitals Rule Lesson with 8 Examples,https://www.youtube.com/watch?v=z1DQQE8iC9k
Calculus II,LHopitals Rule Lesson 8 Examples (includes small correction),https://www.youtube.com/watch?v=5UUrQ6TX7Uw
Calculus II,Work Done by a Variable Force 7 Examples,https://www.youtube.com/watch?v=IgOw_9IGcpY
Calculus II,Work Done by a Variable Force Empty a Tank,https://www.youtube.com/watch?v=cfydxHZLtMs
Calculus II,Theorem of Pappus to find Volume of Revolution,https://www.youtube.com/watch?v=gh5nDadl5F4
Calculus II,Center of Mass in a 1 and 2 Dimensional System,https://www.youtube.com/watch?v=2lO_Zpst8VU
Calculus II,Center of Mass in a Planar Lamina Centroid 3 Examples,https://www.youtube.com/watch?v=XssbVVOz_p8
Calculus II,Fluid Pressure & Fluid Force 4 Examples,https://www.youtube.com/watch?v=VfcGS6gs8g8
Calculus II,Integration by Parts 6 Examples LIATE,https://www.youtube.com/watch?v=LhxU1Y50N-8
Calculus II,Integration by Parts 2 Times 2 Examples,https://www.youtube.com/watch?v=eZlnvsfhyLQ
Calculus II,Definite Integration by Parts,https://www.youtube.com/watch?v=6rWG5WPysgE
Calculus II,Integration by Parts Tabular Method TIC TAC TOE 2 Examples,https://www.youtube.com/watch?v=lEcvhpXNbrI
Precalculus (KA),Introduction to Limits (HD),https://www.youtube.com/watch?v=riXcZT2ICjA
Precalculus (KA),Introduction to Limits,https://www.youtube.com/watch?v=W0VWO4asgmk
Precalculus (KA),Limit Examples (part 1),https://www.youtube.com/watch?v=GGQngIp0YGI
Precalculus (KA),Limit Examples (part 2),https://www.youtube.com/watch?v=YRw8udexH4o
Precalculus (KA),Limit Examples (part3),https://www.youtube.com/watch?v=gWSDDopD9sk
Precalculus (KA),Limit Examples w/ brain malfunction on first prob (part 4),https://www.youtube.com/watch?v=xjkSE9cPqzo
Precalculus (KA),Squeeze Theorem,https://www.youtube.com/watch?v=igJdDN-DPgA
Precalculus (KA),Proof: lim (sin x)/x,https://www.youtube.com/watch?v=Ve99biD1KtA
Precalculus (KA),More Limits,https://www.youtube.com/watch?v=rkeU8_4nzKo
Precalculus (KA),Sequences and Series (part 1),https://www.youtube.com/watch?v=VgVJrSJxkDk
Precalculus (KA),Sequences and series (part 2),https://www.youtube.com/watch?v=U_8GRLJplZg
Precalculus (KA),Permutations,https://www.youtube.com/watch?v=XqQTXW7XfYA
Precalculus (KA),Combinations,https://www.youtube.com/watch?v=bCxMhncR7PU
Precalculus (KA),Binomial Theorem (part 1),https://www.youtube.com/watch?v=Cv4YhIMfbeM
Precalculus (KA),Binomial Theorem (part 2),https://www.youtube.com/watch?v=-fFWWt1m9k0
Precalculus (KA),Binomial Theorem (part 3),https://www.youtube.com/watch?v=xF_hJaXUNfE
Precalculus (KA),Introduction to interest,https://www.youtube.com/watch?v=GtaoP0skPWc
Precalculus (KA),Interest (part 2),https://www.youtube.com/watch?v=t4zfiBw0hwM
Precalculus (KA),Introduction to compound interest and e,https://www.youtube.com/watch?v=qEB6y4DklNY
Precalculus (KA),Compound Interest and e (part 2),https://www.youtube.com/watch?v=dzMvqJMLy9c
Precalculus (KA),Compound Interest and e (part  3),https://www.youtube.com/watch?v=sQYpUJV8foY
Precalculus (KA),Compound Interest and e (part 4),https://www.youtube.com/watch?v=VAxHMTJRhmY
Precalculus (KA),Exponential Growth,https://www.youtube.com/watch?v=JWfTckls59k
Precalculus (KA),Polar Coordinates 1,https://www.youtube.com/watch?v=jexMSlSDubM
Precalculus (KA),Polar Coordinates 2,https://www.youtube.com/watch?v=zGpbSGj_vfE
Precalculus (KA),Polar Coordinates 3,https://www.youtube.com/watch?v=9iqN12hCn10
